timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path
2024-12-13T00:00:00,216.197.199.15,192.168.1.56,UDP,blocked,benign,firewall,18775,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-06T00:00:00,192.168.1.202,192.168.1.140,HTTP,allowed,benign,application,37723,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin
2024-03-05T00:00:00,192.168.1.200,192.168.1.161,HTTP,allowed,benign,application,18086,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-03-15T00:00:00,131.127.24.194,192.168.1.149,UDP,allowed,benign,application,9988,SQLMap/1.6-dev,/
2024-07-14T00:00:00,192.168.1.58,192.168.1.142,SSH,blocked,benign,firewall,15742,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root
2024-12-20T00:00:00,192.168.1.180,192.168.1.79,UDP,blocked,benign,ids,37030,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-24T00:00:00,235.165.118.37,192.168.1.8,UDP,allowed,benign,ids,5793,SQLMap/1.6-dev,/
2024-02-13T00:00:00,55.234.242.146,192.168.1.115,SSH,blocked,benign,application,30692,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user
2024-06-24T00:00:00,192.168.1.227,192.168.1.73,HTTP,allowed,benign,ids,9083,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-06-10T00:00:00,192.168.1.52,192.168.1.47,HTTPS,blocked,benign,ids,33860,curl/7.64.1,/auth
2024-08-18T00:00:00,192.168.1.131,192.168.1.112,SSH,allowed,benign,application,45832,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd
2024-04-26T00:00:00,192.168.1.58,192.168.1.222,TCP,blocked,benign,application,25126,SQLMap/1.6-dev,/
2024-01-20T00:00:00,192.168.1.83,192.168.1.180,TCP,allowed,benign,firewall,19806,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-06-11T00:00:00,192.168.1.189,192.168.1.216,UDP,allowed,benign,firewall,48309,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-12-16T00:00:00,192.168.1.176,192.168.1.19,UDP,allowed,benign,firewall,11001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-19T00:00:00,192.168.1.129,192.168.1.232,TCP,blocked,benign,firewall,32612,SQLMap/1.6-dev,/
2024-05-18T00:00:00,192.168.1.236,192.168.1.135,TCP,blocked,benign,ids,25490,curl/7.64.1,/
2024-01-16T00:00:00,192.168.1.229,192.168.1.91,HTTPS,allowed,benign,ids,8148,curl/7.64.1,/secure
2024-05-25T00:00:00,192.168.1.70,192.168.1.71,FTP,blocked,benign,application,16601,curl/7.64.1,/files
2024-06-06T00:00:00,192.168.1.225,192.168.1.233,ICMP,blocked,benign,ids,32398,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-28T00:00:00,192.168.1.8,192.168.1.233,HTTP,allowed,benign,firewall,48689,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/index.php
2024-06-20T00:00:00,207.41.179.109,192.168.1.87,HTTP,allowed,suspicious,application,32389,SQLMap/1.6-dev,/login?..\..\etc\passwd
2024-12-02T00:00:00,192.168.1.216,192.168.1.71,HTTPS,blocked,benign,ids,17059,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-08-08T00:00:00,192.168.1.102,192.168.1.27,UDP,allowed,benign,application,27710,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-06T00:00:00,192.168.1.227,192.168.1.57,SSH,allowed,benign,application,13043,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root
2024-11-03T00:00:00,192.168.1.76,192.168.1.65,ICMP,allowed,suspicious,application,34673,curl/7.64.1,/?backup.sql
2024-12-14T00:00:00,225.184.81.55,192.168.1.240,TCP,blocked,malicious,application,46501,Nmap Scripting Engine,/?hydra
2024-12-27T00:00:00,192.168.1.81,192.168.1.172,TCP,allowed,benign,ids,9930,SQLMap/1.6-dev,/
2024-05-06T00:00:00,192.168.1.76,192.168.1.95,HTTP,allowed,benign,ids,33697,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin
2024-07-25T00:00:00,192.168.1.33,192.168.1.37,UDP,blocked,benign,ids,34481,Nmap Scripting Engine,/
2024-03-01T00:00:00,192.168.1.9,192.168.1.50,TCP,allowed,benign,firewall,22085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-26T00:00:00,245.200.237.136,192.168.1.13,HTTP,blocked,benign,application,34600,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-12-06T00:00:00,192.168.1.71,192.168.1.175,ICMP,allowed,benign,ids,1099,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-08T00:00:00,192.168.1.118,192.168.1.129,HTTP,allowed,benign,application,16851,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/index.php
2024-05-21T00:00:00,21.219.60.222,192.168.1.2,FTP,allowed,benign,application,1744,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/backup
2024-04-02T00:00:00,192.168.1.238,192.168.1.106,HTTP,allowed,benign,firewall,26241,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-06-04T00:00:00,192.168.1.203,192.168.1.175,HTTP,allowed,benign,application,5793,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin
2024-02-26T00:00:00,192.168.1.144,192.168.1.86,UDP,allowed,benign,application,4756,Nmap Scripting Engine,/
2024-03-21T00:00:00,167.180.140.108,192.168.1.144,TCP,blocked,benign,application,36407,SQLMap/1.6-dev,/
2024-09-12T00:00:00,104.187.87.205,192.168.1.242,HTTPS,blocked,benign,ids,33473,SQLMap/1.6-dev,/secure
2024-10-12T00:00:00,192.168.1.252,192.168.1.183,HTTPS,blocked,benign,ids,33429,Nmap Scripting Engine,/admin/config
2024-02-15T00:00:00,192.168.1.109,192.168.1.240,FTP,allowed,benign,application,1414,SQLMap/1.6-dev,/files
2024-03-12T00:00:00,164.29.7.190,192.168.1.163,TCP,blocked,benign,application,3120,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-08-25T00:00:00,192.168.1.140,192.168.1.70,UDP,blocked,benign,firewall,24604,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-11-23T00:00:00,192.168.1.202,192.168.1.233,UDP,blocked,benign,application,17880,Nmap Scripting Engine,/
2024-12-24T00:00:00,192.168.1.18,192.168.1.80,TCP,blocked,benign,firewall,42915,curl/7.64.1,/
2024-09-08T00:00:00,114.207.221.220,192.168.1.151,TCP,blocked,benign,application,26964,Nmap Scripting Engine,/
2024-09-07T00:00:00,192.168.1.121,192.168.1.29,TCP,allowed,benign,ids,13985,Nmap Scripting Engine,/
2024-09-01T00:00:00,98.153.120.136,192.168.1.33,HTTP,blocked,benign,firewall,16130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/wp-login.php
2024-03-16T00:00:00,192.168.1.138,192.168.1.10,UDP,blocked,benign,ids,32675,SQLMap/1.6-dev,/
2024-06-16T00:00:00,242.3.175.185,192.168.1.24,FTP,blocked,malicious,firewall,44584,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/files?/etc/passwd
2024-12-18T00:00:00,167.180.140.108,192.168.1.189,SSH,blocked,benign,ids,4981,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash
2024-10-31T00:00:00,192.168.1.122,192.168.1.201,SSH,allowed,benign,application,31420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/home/user
2024-07-06T00:00:00,192.168.1.32,192.168.1.44,HTTP,blocked,benign,application,16647,curl/7.64.1,/admin
2024-05-26T00:00:00,192.168.1.49,192.168.1.143,TCP,blocked,benign,ids,15486,curl/7.64.1,/
2024-11-28T00:00:00,192.168.1.21,192.168.1.219,ICMP,blocked,benign,application,1787,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-18T00:00:00,192.168.1.198,192.168.1.213,HTTP,allowed,benign,application,24402,Nmap Scripting Engine,/wp-login.php
2024-04-30T00:00:00,97.21.142.76,192.168.1.67,UDP,allowed,benign,firewall,37638,SQLMap/1.6-dev,/
2024-10-20T00:00:00,192.168.1.157,192.168.1.246,HTTPS,allowed,benign,firewall,3520,curl/7.64.1,/auth
2024-04-01T00:00:00,192.168.1.232,192.168.1.216,TCP,blocked,benign,application,6925,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-11-19T00:00:00,192.168.1.177,192.168.1.215,FTP,blocked,benign,ids,49561,curl/7.64.1,/backup
2024-03-27T00:00:00,192.168.1.96,192.168.1.100,UDP,allowed,benign,ids,11885,curl/7.64.1,/
2024-12-17T00:00:00,192.168.1.200,192.168.1.234,TCP,blocked,benign,application,3679,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-09-03T00:00:00,21.219.60.222,192.168.1.99,HTTPS,blocked,benign,ids,15103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/login
2024-03-11T00:00:00,192.168.1.248,192.168.1.218,HTTPS,blocked,benign,application,12929,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/auth
2024-08-28T00:00:00,192.168.1.97,192.168.1.183,SSH,blocked,benign,firewall,35897,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root
2024-08-16T00:00:00,192.168.1.149,192.168.1.153,TCP,blocked,benign,firewall,15646,Nmap Scripting Engine,/
2024-07-20T00:00:00,192.168.1.22,192.168.1.205,HTTPS,allowed,benign,application,35521,SQLMap/1.6-dev,/api/v1/data
2024-12-13T00:00:00,130.156.51.40,192.168.1.223,HTTPS,blocked,suspicious,application,42585,Nmap Scripting Engine,/api/v1/data?backup.sql
2024-08-11T00:00:00,192.168.1.33,192.168.1.196,UDP,blocked,benign,firewall,14622,SQLMap/1.6-dev,/
2024-12-16T00:00:00,207.105.49.25,192.168.1.209,ICMP,allowed,benign,firewall,26115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-06-11T00:00:00,177.52.183.80,192.168.1.54,ICMP,allowed,benign,firewall,37630,curl/7.64.1,/
2024-12-24T00:00:00,192.168.1.182,192.168.1.243,TCP,allowed,benign,firewall,31585,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-09-10T00:00:00,192.168.1.99,192.168.1.124,TCP,blocked,benign,ids,8702,SQLMap/1.6-dev,/
2024-11-16T00:00:00,81.103.69.17,192.168.1.51,TCP,blocked,benign,firewall,1891,curl/7.64.1,/
2024-01-14T00:00:00,161.41.203.175,192.168.1.229,ICMP,allowed,benign,firewall,34168,SQLMap/1.6-dev,/
2024-08-09T00:00:00,192.168.1.184,192.168.1.226,HTTP,blocked,benign,application,38759,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/wp-login.php
2024-05-09T00:00:00,192.168.1.248,192.168.1.200,HTTP,allowed,benign,ids,19765,curl/7.64.1,/login
2024-11-13T00:00:00,192.168.1.62,192.168.1.102,HTTPS,allowed,benign,firewall,4328,SQLMap/1.6-dev,/secure
2024-07-06T00:00:00,192.168.1.61,192.168.1.152,HTTPS,allowed,benign,ids,4122,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-12-03T00:00:00,192.168.1.167,192.168.1.30,SSH,allowed,benign,firewall,27865,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/etc/passwd
2024-12-28T00:00:00,192.168.1.125,192.168.1.156,HTTPS,blocked,benign,application,41438,SQLMap/1.6-dev,/auth
2024-03-13T00:00:00,192.168.1.114,192.168.1.190,TCP,allowed,benign,application,39058,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-14T00:00:00,192.168.1.131,192.168.1.245,HTTP,allowed,benign,application,31458,curl/7.64.1,/wp-login.php
2024-08-25T00:00:00,192.168.1.36,192.168.1.55,HTTPS,allowed,benign,ids,1174,curl/7.64.1,/secure
2024-04-03T00:00:00,192.168.1.191,192.168.1.46,UDP,allowed,benign,application,12723,Nmap Scripting Engine,/
2024-08-13T00:00:00,192.168.1.221,192.168.1.36,ICMP,allowed,benign,firewall,17088,SQLMap/1.6-dev,/
2024-09-28T00:00:00,96.196.42.139,192.168.1.247,UDP,blocked,benign,application,2789,SQLMap/1.6-dev,/
2024-02-28T00:00:00,192.168.1.99,192.168.1.104,FTP,blocked,benign,ids,41455,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/backup
2024-11-24T00:00:00,192.168.1.132,192.168.1.64,TCP,allowed,benign,application,43192,Nmap Scripting Engine,/
2024-12-24T00:00:00,192.168.1.229,192.168.1.162,ICMP,allowed,benign,ids,26524,Nmap Scripting Engine,/
2024-09-08T00:00:00,192.168.1.169,192.168.1.235,UDP,blocked,benign,application,27628,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-06-18T00:00:00,192.168.1.239,192.168.1.189,HTTPS,allowed,benign,application,35356,Nmap Scripting Engine,/auth
2024-05-02T00:00:00,252.166.26.16,192.168.1.116,ICMP,allowed,benign,application,46683,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-08-23T00:00:00,207.41.179.109,192.168.1.8,HTTP,blocked,benign,firewall,19547,Nmap Scripting Engine,/login
2024-01-10T00:00:00,42.119.98.70,192.168.1.130,HTTP,allowed,benign,ids,29660,SQLMap/1.6-dev,/api/login
2024-05-22T00:00:00,193.69.197.165,192.168.1.134,TCP,allowed,benign,application,24272,curl/7.64.1,/
2024-04-04T00:00:00,216.197.199.15,192.168.1.225,HTTPS,allowed,benign,firewall,20208,SQLMap/1.6-dev,/secure
2024-05-30T00:00:00,114.207.221.220,192.168.1.82,TCP,allowed,benign,firewall,36045,curl/7.64.1,/
2024-03-31T00:00:00,185.225.185.68,192.168.1.188,UDP,blocked,benign,firewall,14587,SQLMap/1.6-dev,/
2024-12-22T00:00:00,65.249.142.221,192.168.1.117,HTTP,blocked,benign,ids,5135,Nmap Scripting Engine,/admin
2024-12-25T00:00:00,192.168.1.175,192.168.1.29,UDP,blocked,benign,ids,20990,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-31T00:00:00,192.168.1.84,192.168.1.124,FTP,blocked,benign,application,48731,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/download
2024-08-13T00:00:00,192.168.1.100,192.168.1.173,TCP,allowed,benign,application,24853,Nmap Scripting Engine,/
2024-08-15T00:00:00,192.168.1.53,192.168.1.126,ICMP,blocked,suspicious,ids,31814,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?login
2024-10-26T00:00:00,43.68.136.224,192.168.1.37,TCP,blocked,benign,ids,36676,Nmap Scripting Engine,/
2024-10-05T00:00:00,61.72.172.125,192.168.1.198,HTTPS,allowed,benign,application,3571,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
2024-11-05T00:00:00,42.119.98.70,192.168.1.131,HTTPS,blocked,malicious,ids,15006,Nmap Scripting Engine,/api/v1/data?DROP TABLE
2024-10-23T00:00:00,192.168.1.10,192.168.1.73,UDP,blocked,benign,ids,16008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-10-23T00:00:00,192.168.1.197,192.168.1.109,ICMP,blocked,benign,application,21870,SQLMap/1.6-dev,/
2024-06-11T00:00:00,229.140.23.152,192.168.1.17,UDP,allowed,malicious,ids,40180,curl/7.64.1,/?nmap
2024-03-18T00:00:00,242.3.175.185,192.168.1.217,HTTP,blocked,suspicious,application,3034,SQLMap/1.6-dev,/wp-login.php?admin
2024-03-03T00:00:00,192.168.1.75,192.168.1.238,HTTPS,allowed,benign,ids,21301,Nmap Scripting Engine,/secure
2024-09-15T00:00:00,216.197.199.15,192.168.1.242,HTTP,blocked,benign,firewall,8919,curl/7.64.1,/api/login
2024-11-10T00:00:00,192.168.1.119,192.168.1.230,HTTP,allowed,benign,application,29224,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/wp-login.php
2024-12-26T00:00:00,192.168.1.38,192.168.1.252,HTTP,blocked,benign,ids,12249,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-12-26T00:00:00,131.127.24.194,192.168.1.147,TCP,blocked,benign,firewall,37831,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-30T00:00:00,192.168.1.73,192.168.1.131,UDP,allowed,benign,ids,18737,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-05-03T00:00:00,192.168.1.141,192.168.1.146,TCP,blocked,benign,application,15445,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-25T00:00:00,192.168.1.8,192.168.1.99,UDP,blocked,benign,ids,27382,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-08T00:00:00,192.168.1.71,192.168.1.47,ICMP,allowed,benign,firewall,31248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-10-07T00:00:00,59.151.57.2,192.168.1.52,UDP,blocked,benign,application,38520,Nmap Scripting Engine,/
2024-04-12T00:00:00,114.207.221.220,192.168.1.67,UDP,blocked,benign,application,9176,SQLMap/1.6-dev,/
2024-09-13T00:00:00,192.168.1.229,192.168.1.243,HTTPS,allowed,benign,ids,40718,Nmap Scripting Engine,/admin/config
2024-06-23T00:00:00,192.168.1.186,192.168.1.82,SSH,allowed,benign,application,42907,curl/7.64.1,/root
2024-10-19T00:00:00,192.168.1.104,192.168.1.128,ICMP,allowed,benign,ids,6689,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-11-13T00:00:00,192.168.1.122,192.168.1.105,UDP,blocked,benign,firewall,11783,Nmap Scripting Engine,/
2024-01-06T00:00:00,192.168.1.33,192.168.1.77,UDP,blocked,benign,application,45382,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-16T00:00:00,192.168.1.159,192.168.1.163,UDP,allowed,benign,ids,13389,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-16T00:00:00,55.234.242.146,192.168.1.136,ICMP,allowed,benign,ids,16139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-11-30T00:00:00,192.168.1.107,192.168.1.90,UDP,allowed,benign,application,41753,curl/7.64.1,/
2024-08-23T00:00:00,192.168.1.93,192.168.1.147,HTTPS,blocked,benign,firewall,13732,SQLMap/1.6-dev,/login
2024-03-02T00:00:00,56.60.130.155,192.168.1.167,TCP,allowed,suspicious,ids,29352,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?login
2024-01-17T00:00:00,192.168.1.49,192.168.1.245,ICMP,allowed,suspicious,application,49232,Nmap Scripting Engine,/?phpmyadmin
